Region,Adult obesity,Food environment index
West,0.266,6.7
West,0.217,5.434
West,0.233,5.1
West,0.293,6.186
West,0.299,5.9
West,0.257,3.521
West,0.292,3.7
West,0.26,6.017
West,0.259,5.7
West,0.301,7.803
West,0.317,7.8
West,0.322,7.835
West,0.323,7.5
West,0.317,8.176
West,0.337,7.9
West,0.301,7.33
West,0.314,7.0
West,0.275,7.07
West,0.29,6.9
West,0.299,7.549
West,0.31,7.6
West,0.304,7.041
West,0.301,6.9
West,0.255,8.283
West,0.253,8.2
West,0.253,7.686
West,0.26,7.4
West,0.258,6.631
West,0.233,7.0
West,0.289,7.078
West,0.299,6.9
Midwest,0.303,8.753
Midwest,0.351,8.3
Midwest,0.327,4.698
Midwest,0.329,4.2
Midwest,0.289,8.601
Midwest,0.279,8.1
Midwest,0.306,8.465
Midwest,0.306,8.6
Midwest,0.3,7.838
Midwest,0.305,7.6
Midwest,0.31,7.592
Midwest,0.308,7.3
Midwest,0.295,8.355
Midwest,0.304,8.0
Midwest,0.305,8.415
Midwest,0.307,8.2
Midwest,0.303,8.556
Midwest,0.285,8.2
Midwest,0.274,7.482
Midwest,0.27,7.1
Midwest,0.322,8.413
Midwest,0.327,8.0
Midwest,0.311,8.493
Midwest,0.321,8.1
Midwest,0.296,7.935
Midwest,0.314,7.7
Midwest,0.28,8.929
Midwest,0.278,8.7
Midwest,0.294,7.489
Midwest,0.282,7.1
Midwest,0.262,7.679
Midwest,0.252,7.6
Midwest,0.326,8.297
Midwest,0.328,7.9
Midwest,0.287,8.803
Midwest,0.295,8.6
Midwest,0.303,9.074
Midwest,0.334,8.6
Midwest,0.301,7.214
Midwest,0.289,6.9
Midwest,0.302,8.846
Midwest,0.304,8.6
Midwest,0.248,8.926
Midwest,0.243,8.8
Midwest,0.325,7.297
Midwest,0.327,6.9
Midwest,0.273,8.65
Midwest,0.3,8.3
Midwest,0.271,8.869
Midwest,0.29,8.5
Midwest,0.322,7.288
Midwest,0.37,6.9
Midwest,0.307,8.59
Midwest,0.31,8.3
Midwest,0.297,7.882
Midwest,0.306,7.5
Midwest,0.303,8.248
Midwest,0.329,7.8
Midwest,0.299,5.3
Midwest,0.306,5.0
Midwest,0.304,8.824
Midwest,0.278,8.5
Midwest,0.342,8.473
Midwest,0.315,8.4
Midwest,0.291,8.637
Midwest,0.289,8.1
Midwest,0.281,7.034
Midwest,0.301,6.6
Midwest,0.311,7.248
Midwest,0.335,7.1
Midwest,0.311,9.151
Midwest,0.329,8.8
Midwest,0.285,8.691
Midwest,0.296,8.4
Midwest,0.324,8.615
Midwest,0.32,8.3
Midwest,0.279,6.513
Midwest,0.316,6.0
Midwest,0.3,8.879
Midwest,0.311,8.5
Midwest,0.33,7.677
Midwest,0.351,7.3
Midwest,0.284,8.712
Midwest,0.321,8.4
Midwest,0.268,8.755
Midwest,0.287,8.4
Midwest,0.289,7.289
Midwest,0.294,7.0
Midwest,0.269,8.662
Midwest,0.272,8.7
Midwest,0.328,7.412
Midwest,0.309,7.2
Midwest,0.281,9.247
Midwest,0.312,9.2
Midwest,0.324,7.997
Midwest,0.289,7.6
Midwest,0.294,8.067
Midwest,0.298,7.8
Midwest,0.252,8.557
Midwest,0.256,8.5
Midwest,0.309,7.834
Midwest,0.321,7.5
Midwest,0.265,8.538
Midwest,0.294,8.2
Midwest,0.308,8.653
Midwest,0.317,8.3
Midwest,0.325,8.17
Midwest,0.315,7.6
Midwest,0.321,7.205
Midwest,0.33,6.7
Midwest,0.299,8.523
Midwest,0.33,8.2
Midwest,0.32,7.7
Midwest,0.316,7.3
Midwest,0.327,7.215
Midwest,0.359,6.8
Midwest,0.298,8.83
Midwest,0.308,8.5
Midwest,0.316,8.37
Midwest,0.315,8.0
Midwest,0.338,8.279
Midwest,0.345,7.9
Midwest,0.294,6.42
Midwest,0.285,6.0
Midwest,0.268,8.695
Midwest,0.277,8.6
Midwest,0.316,7.966
Midwest,0.308,7.6
Midwest,0.289,9.402
Midwest,0.312,9.0
Midwest,0.324,8.229
Midwest,0.299,7.9
Midwest,0.293,9.224
Midwest,0.316,9.0
Midwest,0.249,7.7
Midwest,0.27,7.3
Midwest,0.299,7.646
Midwest,0.311,7.4
Midwest,0.297,9.157
Midwest,0.311,8.8
Midwest,0.276,8.34
Midwest,0.294,8.2
Midwest,0.27,7.458
Midwest,0.283,7.1
Midwest,0.284,7.43
Midwest,0.286,7.0
Midwest,0.301,9.41
Midwest,0.315,9.1
Midwest,0.29,7.883
Midwest,0.312,7.5
Midwest,0.307,7.844
Midwest,0.304,7.5
Midwest,0.333,5.082
Midwest,0.33,4.8
Midwest,0.288,8.798
Midwest,0.301,8.5
Midwest,0.311,8.441
Midwest,0.318,8.0
Midwest,0.301,8.623
Midwest,0.296,8.2
Midwest,0.273,8.084
Midwest,0.274,7.8
Midwest,0.304,6.85
Midwest,0.316,6.4
Midwest,0.306,7.964
Midwest,0.296,7.6
Midwest,0.291,8.484
Midwest,0.3,8.2
Midwest,0.292,8.958
Midwest,0.299,8.4
Midwest,0.298,8.431
Midwest,0.318,8.1
Midwest,0.297,6.232
Midwest,0.314,5.9
Midwest,0.318,7.948
Midwest,0.318,7.6
Midwest,0.277,8.127
Midwest,0.266,7.8
Midwest,0.268,8.322
Midwest,0.28,8.0
Midwest,0.31,7.797
Midwest,0.331,7.5
Midwest,0.296,7.369
Midwest,0.343,7.1
Midwest,0.299,8.751
Midwest,0.313,8.4
Midwest,0.304,8.91
Midwest,0.316,8.5
Midwest,0.32,8.98
Midwest,0.318,8.6
Midwest,0.29,8.15
Midwest,0.292,7.8
Midwest,0.306,7.572
Midwest,0.317,7.2
Midwest,0.282,8.365
Midwest,0.266,8.1
Midwest,0.33,8.5
Midwest,0.29,8.4
Midwest,0.302,7.973
Midwest,0.345,7.6
Midwest,0.291,7.277
Midwest,0.294,7.1
Midwest,0.303,9.462
Midwest,0.3,9.1
Midwest,0.304,8.273
Midwest,0.287,7.9
Midwest,0.322,7.072
Midwest,0.326,6.8
Midwest,0.32,8.026
Midwest,0.339,7.7
Midwest,0.328,8.561
Midwest,0.336,8.2
Midwest,0.335,8.055
Midwest,0.365,7.6
Midwest,0.278,8.853
Midwest,0.272,8.6
Midwest,0.294,8.775
Midwest,0.319,8.3
Midwest,0.336,8.578
Midwest,0.306,8.3
Midwest,0.345,8.278
Midwest,0.347,8.0
Midwest,0.318,7.672
Midwest,0.297,7.4
Midwest,0.378,8.255
Midwest,0.363,7.8
Midwest,0.294,8.389
Midwest,0.294,8.1
Midwest,0.384,7.73
Midwest,0.374,7.4
Midwest,0.314,8.819
Midwest,0.321,8.3
Midwest,0.29,7.699
Midwest,0.27,7.4
Midwest,0.339,8.026
Midwest,0.317,7.7
Midwest,0.286,7.765
Midwest,0.296,7.5
Midwest,0.332,6.962
Midwest,0.334,6.6
Midwest,0.341,8.963
Midwest,0.299,8.7
Midwest,0.295,7.402
Midwest,0.299,7.3
Midwest,0.344,6.595
Midwest,0.31,6.2
Midwest,0.295,8.108
Midwest,0.307,7.7
Midwest,0.306,8.431
Midwest,0.306,8.2
Midwest,0.286,8.157
Midwest,0.275,7.8
Midwest,0.316,7.79
Midwest,0.354,7.4
Midwest,0.292,8.251
Midwest,0.31,7.9
Midwest,0.317,7.024
Midwest,0.331,6.7
Midwest,0.331,8.211
Midwest,0.341,7.7
Midwest,0.22,8.823
Midwest,0.229,8.6
Midwest,0.288,8.11
Midwest,0.296,7.8
Midwest,0.31,8.706
Midwest,0.34,8.4
Midwest,0.318,8.529
Midwest,0.321,8.3
Midwest,0.297,7.929
Midwest,0.305,7.6
Midwest,0.378,6.938
Midwest,0.355,6.7
Midwest,0.348,7.823
Midwest,0.327,7.5
Midwest,0.316,8.078
Midwest,0.377,7.8
Midwest,0.335,8.635
Midwest,0.325,8.3
Midwest,0.346,7.632
Midwest,0.347,7.3
Midwest,0.318,7.793
Midwest,0.337,7.5
Midwest,0.284,7.419
Midwest,0.319,7.1
Midwest,0.291,8.205
Midwest,0.307,7.9
Midwest,0.331,8.048
Midwest,0.343,7.6
Midwest,0.308,8.008
Midwest,0.313,7.8
Midwest,0.318,7.248
Midwest,0.339,6.9
Midwest,0.327,8.407
Midwest,0.338,8.2
Midwest,0.359,6.822
Midwest,0.354,6.6
Midwest,0.293,7.778
Midwest,0.344,7.4
Midwest,0.373,7.332
Midwest,0.352,7.0
Midwest,0.319,6.449
Midwest,0.313,6.1
Midwest,0.314,8.021
Midwest,0.322,7.8
Midwest,0.291,8.709
Midwest,0.306,8.4
Midwest,0.33,7.175
Midwest,0.334,6.8
Midwest,0.253,7.052
Midwest,0.228,6.6
Midwest,0.312,8.031
Midwest,0.346,7.5
Midwest,0.332,8.188
Midwest,0.336,7.8
Midwest,0.341,8.605
Midwest,0.357,8.2
Midwest,0.339,8.141
Midwest,0.346,7.9
Midwest,0.308,8.658
Midwest,0.309,8.3
Midwest,0.312,7.858
Midwest,0.317,7.5
Midwest,0.368,8.414
Midwest,0.345,8.0
Midwest,0.293,8.136
Midwest,0.286,7.8
Midwest,0.321,7.883
Midwest,0.308,7.6
Midwest,0.315,8.576
Midwest,0.344,8.2
Midwest,0.293,7.89
Midwest,0.308,7.6
Midwest,0.316,8.396
Midwest,0.313,8.0
Midwest,0.345,8.507
Midwest,0.347,8.1
Midwest,0.323,8.353
Midwest,0.306,8.1
Midwest,0.348,7.334
Midwest,0.328,6.9
Midwest,0.318,8.523
Midwest,0.311,8.2
Midwest,0.324,8.325
Midwest,0.309,8.0
Midwest,0.285,7.77
Midwest,0.295,7.5
Midwest,0.338,8.255
Midwest,0.308,8.0
Midwest,0.304,8.818
Midwest,0.303,8.5
Midwest,0.287,6.931
Midwest,0.286,6.6
Midwest,0.35,7.842
Midwest,0.347,7.5
Midwest,0.327,7.752
Midwest,0.332,7.6
Midwest,0.315,8.138
Midwest,0.308,7.4
Midwest,0.279,8.605
Midwest,0.315,8.0
Midwest,0.271,6.776
Midwest,0.255,6.4
Midwest,0.321,7.719
Midwest,0.332,7.5
Midwest,0.332,8.559
Midwest,0.334,8.1
Midwest,0.324,7.694
Midwest,0.332,7.3
Midwest,0.283,7.578
Midwest,0.312,7.1
Midwest,0.32,6.786
Midwest,0.315,6.3
Midwest,0.368,8.091
Midwest,0.33,7.8
Midwest,0.285,8.822
Midwest,0.291,8.5
Midwest,0.324,8.708
Midwest,0.297,8.3
Midwest,0.305,8.081
Midwest,0.288,7.8
Midwest,0.282,7.141
Midwest,0.276,6.7
Midwest,0.286,8.325
Midwest,0.292,8.0
Midwest,0.346,8.351
Midwest,0.32,8.0
Midwest,0.337,8.735
Midwest,0.326,8.4
Midwest,0.34,6.997
Midwest,0.344,6.6
Midwest,0.316,7.556
Midwest,0.311,7.1
Midwest,0.32,7.292
Midwest,0.304,7.1
Midwest,0.349,8.526
Midwest,0.342,8.2
Midwest,0.344,7.947
Midwest,0.359,7.6
Midwest,0.378,7.452
Midwest,0.382,7.1
Midwest,0.343,7.911
Midwest,0.315,7.4
Midwest,0.333,8.098
Midwest,0.319,7.9
Midwest,0.322,5.532
Midwest,0.309,5.0
Midwest,0.306,7.517
Midwest,0.317,7.3
Midwest,0.372,7.678
Midwest,0.391,7.2
Midwest,0.321,5.255
Midwest,0.318,4.8
Midwest,0.319,5.77
Midwest,0.314,5.1
Midwest,0.317,7.815
Midwest,0.343,7.4
Midwest,0.327,7.451
Midwest,0.335,7.0
Midwest,0.352,7.027
Midwest,0.326,6.7
Midwest,0.342,8.1
Midwest,0.342,7.695
Midwest,0.369,7.3
Midwest,0.357,6.411
Midwest,0.364,6.1
Midwest,0.325,8.275
Midwest,0.346,7.8
Midwest,0.337,8.149
Midwest,0.326,7.8
Midwest,0.346,6.122
Midwest,0.348,5.9
Midwest,0.251,7.372
Midwest,0.245,7.0
Midwest,0.348,8.36
Midwest,0.325,8.1
Midwest,0.338,3.181
Midwest,0.348,2.9
Midwest,0.294,8.0
Midwest,0.301,7.6
Midwest,0.34,7.991
Midwest,0.336,7.6
Midwest,0.332,7.891
Midwest,0.324,7.8
Midwest,0.343,7.448
Midwest,0.333,7.4
Midwest,0.333,6.847
Midwest,0.336,6.5
Midwest,0.3,6.188
Midwest,0.326,6.0
Midwest,0.295,6.275
Midwest,0.323,5.8
Midwest,0.317,8.231
Midwest,0.319,7.9
Midwest,0.335,8.717
Midwest,0.34,8.9
Midwest,0.29,7.609
Midwest,0.291,7.2
Midwest,0.335,6.755
Midwest,0.34,6.4
Midwest,0.34,4.272
Midwest,0.328,4.0
Midwest,0.288,7.919
Midwest,0.321,7.5
Midwest,0.325,7.981
Midwest,0.338,7.7
Midwest,0.333,5.076
Midwest,0.33,5.0
Midwest,0.357,8.279
Midwest,0.368,8.0
Midwest,0.339,8.533
Midwest,0.33,8.3
Midwest,0.338,7.927
Midwest,0.317,7.4
Midwest,0.232,8.541
Midwest,0.23,8.3
Midwest,0.326,8.938
Midwest,0.313,8.7
Midwest,0.309,7.862
Midwest,0.306,7.4
Midwest,0.311,4.0
Midwest,0.341,7.348
Midwest,0.344,7.0
Midwest,0.351,4.9
Midwest,0.315,7.686
Midwest,0.311,7.5
Midwest,0.291,8.012
Midwest,0.309,7.6
Midwest,0.337,7.188
Midwest,0.35,7.1
Midwest,0.321,8.397
Midwest,0.319,7.9
Midwest,0.323,7.69
Midwest,0.324,7.5
Midwest,0.311,8.038
Midwest,0.321,7.6
Midwest,0.33,8.427
Midwest,0.339,8.0
Midwest,0.303,8.263
Midwest,0.307,7.9
Midwest,0.313,7.06
Midwest,0.29,6.7
Midwest,0.307,8.474
Midwest,0.35,8.2
Midwest,0.289,8.342
Midwest,0.29,8.1
Midwest,0.338,7.573
Midwest,0.351,7.4
Midwest,0.33,7.757
Midwest,0.329,7.5
Midwest,0.336,8.61
Midwest,0.329,8.1
Midwest,0.293,8.562
Midwest,0.322,8.1
Midwest,0.342,7.305
Midwest,0.325,6.9
Midwest,0.287,8.751
Midwest,0.303,8.4
Midwest,0.339,7.482
Midwest,0.354,7.2
Midwest,0.36,8.031
Midwest,0.387,7.9
Midwest,0.336,7.822
Midwest,0.328,7.4
Midwest,0.327,8.179
Midwest,0.326,7.9
Midwest,0.346,8.451
Midwest,0.327,8.0
Midwest,0.315,7.927
Midwest,0.328,7.6
Midwest,0.319,8.47
Midwest,0.32,8.0
Midwest,0.311,8.321
Midwest,0.312,7.8
Midwest,0.352,7.598
Midwest,0.358,7.2
Midwest,0.322,7.601
Midwest,0.334,7.3
Midwest,0.295,8.211
Midwest,0.288,7.7
Midwest,0.356,8.089
Midwest,0.309,7.7
Midwest,0.265,5.252
Midwest,0.267,4.9
Midwest,0.305,8.002
Midwest,0.303,7.5
Midwest,0.28,4.799
Midwest,0.312,4.2
Midwest,0.313,7.79
Midwest,0.315,7.5
Midwest,0.319,7.832
Midwest,0.317,7.5
Midwest,0.295,9.384
Midwest,0.309,9.0
Midwest,0.3,7.026
Midwest,0.294,6.8
Midwest,0.344,6.375
Midwest,0.328,6.5
Midwest,0.326,7.096
Midwest,0.325,6.8
Midwest,0.311,5.234
Midwest,0.312,4.9
Midwest,0.324,5.669
Midwest,0.323,5.2
Midwest,0.308,7.683
Midwest,0.319,7.2
Midwest,0.34,7.896
Midwest,0.341,7.6
Midwest,0.337,8.049
Midwest,0.34,8.2
Midwest,0.367,7.705
Midwest,0.361,7.4
Midwest,0.295,7.377
Midwest,0.309,6.9
Midwest,0.331,8.347
Midwest,0.32,8.0
Midwest,0.343,7.066
Midwest,0.318,6.9
Midwest,0.341,7.128
Midwest,0.334,6.8
Midwest,0.337,5.821
Midwest,0.327,5.6
Midwest,0.34,7.619
Midwest,0.349,7.3
Midwest,0.293,8.182
Midwest,0.283,7.6
Midwest,0.393,5.68
Midwest,0.386,5.5
South,0.339,7.541
South,0.334,7.4
South,0.338,7.967
South,0.319,7.8
South,0.34,7.899
South,0.333,7.8
South,0.343,8.195
South,0.339,8.0
South,0.314,7.563
South,0.308,7.4
South,0.344,7.495
South,0.318,7.3
South,0.321,5.62
South,0.327,5.2
South,0.298,8.418
South,0.302,8.2
South,0.332,7.69
South,0.324,7.4
South,0.339,6.947
South,0.354,6.7
South,0.306,6.693
South,0.296,6.5
South,0.336,8.217
South,0.303,8.1
South,0.4,7.126
South,0.411,6.6
South,0.338,7.627
South,0.366,7.5
South,0.342,7.838
South,0.315,7.8
South,0.348,7.542
South,0.331,7.3
South,0.326,7.574
South,0.294,7.4
South,0.286,7.655
South,0.279,7.3
South,0.305,7.786
South,0.328,7.6
South,0.303,8.34
South,0.318,8.3
South,0.336,5.738
South,0.332,5.4
South,0.32,7.805
South,0.34,7.5
South,0.354,7.646
South,0.355,7.4
South,0.32,6.076
South,0.337,5.9
South,0.317,7.658
South,0.306,7.6
South,0.315,6.074
South,0.305,5.9
South,0.322,7.715
South,0.318,7.3
South,0.32,8.359
South,0.325,8.0
South,0.342,7.551
South,0.355,7.2
South,0.3,7.927
South,0.292,7.7
South,0.355,7.898
South,0.365,7.7
South,0.36,7.329
South,0.347,7.0
South,0.323,6.914
South,0.313,6.8
South,0.289,7.233
South,0.27,7.0
South,0.357,7.807
South,0.347,7.6
South,0.386,7.392
South,0.393,6.9
South,0.319,7.294
South,0.321,7.0
South,0.358,6.444
South,0.346,6.1
South,0.315,8.18
South,0.297,7.8
South,0.374,6.798
South,0.364,6.8
South,0.35,7.275
South,0.356,7.2
South,0.314,7.657
South,0.298,7.4
South,0.353,6.583
South,0.341,6.4
South,0.3,7.768
South,0.322,7.5
South,0.367,7.545
South,0.379,7.3
South,0.36,8.724
South,0.339,8.6
South,0.301,7.167
South,0.309,6.9
South,0.344,6.336
South,0.341,5.6
South,0.294,7.518
South,0.279,7.3
South,0.333,7.455
South,0.327,7.3
South,0.327,7.862
South,0.327,7.6
South,0.353,7.796
South,0.33,7.6
South,0.329,8.011
South,0.343,7.7
South,0.342,7.538
South,0.369,7.2
South,0.375,6.691
South,0.389,6.6
South,0.332,7.149
South,0.32,6.9
South,0.325,7.983
South,0.314,7.8
South,0.402,7.478
South,0.394,7.2
South,0.316,7.645
South,0.29,7.4
South,0.366,7.705
South,0.41,7.2
South,0.333,6.552
South,0.338,6.2
South,0.31,8.294
South,0.305,8.1
South,0.325,7.414
South,0.33,7.2
South,0.37,6.994
South,0.388,6.8
South,0.312,7.283
South,0.294,6.6
South,0.363,7.467
South,0.38,7.0
South,0.358,7.781
South,0.379,7.1
South,0.364,7.179
South,0.372,7.0
South,0.373,7.193
South,0.303,7.1
South,0.326,8.538
South,0.314,8.2
South,0.328,7.976
South,0.363,7.7
South,0.313,8.249
South,0.303,8.0
South,0.296,7.608
South,0.285,7.3
South,0.341,6.895
South,0.331,6.4
South,0.338,8.025
South,0.335,7.8
South,0.342,8.507
South,0.339,8.3
South,0.385,7.089
South,0.377,6.7
South,0.318,7.492
South,0.322,7.2
South,0.301,7.393
South,0.306,7.0
South,0.323,6.526
South,0.332,6.2
South,0.324,8.378
South,0.324,8.1
South,0.362,7.079
South,0.355,7.1
South,0.358,7.184
South,0.314,6.9
South,0.331,7.494
South,0.32,7.3
South,0.343,7.916
South,0.334,8.1
South,0.358,7.659
South,0.343,7.4
South,0.329,6.612
South,0.33,6.4
South,0.364,7.045
South,0.345,6.5
South,0.342,7.938
South,0.36,7.7
South,0.302,7.576
South,0.319,7.5
South,0.314,8.121
South,0.314,8.0
South,0.347,7.912
South,0.379,7.7
South,0.289,8.575
South,0.294,8.5
South,0.337,8.36
South,0.334,8.0
South,0.355,6.993
South,0.337,6.8
South,0.332,8.064
South,0.324,8.0
South,0.41,7.371
South,0.399,6.8
South,0.366,8.068
South,0.362,7.6
South,0.332,7.181
South,0.323,7.0
South,0.315,7.136
South,0.317,6.9
South,0.32,3.542
South,0.333,3.6
South,0.374,7.46
South,0.394,7.5
South,0.341,7.328
South,0.342,6.9
South,0.322,7.848
South,0.316,7.5
South,0.326,7.984
South,0.315,7.9
South,0.33,8.22
South,0.318,8.2
South,0.304,7.384
South,0.297,7.2
South,0.339,8.957
South,0.286,8.9
South,0.319,7.646
South,0.346,7.4
South,0.329,7.464
South,0.342,7.4
South,0.334,7.821
South,0.294,7.8
South,0.352,7.489
South,0.333,7.2
South,0.363,7.5
South,0.342,7.1
South,0.277,7.562
South,0.289,7.3
South,0.331,7.943
South,0.328,7.7
South,0.315,6.345
South,0.309,6.1
South,0.337,8.46
South,0.328,8.0
South,0.358,6.923
South,0.342,6.6
South,0.318,6.32
South,0.33,6.0
South,0.316,7.747
South,0.309,7.6
South,0.322,8.46
South,0.323,8.1
South,0.376,6.423
South,0.347,6.2
South,0.345,7.952
South,0.332,7.7
South,0.334,6.696
South,0.325,6.6
South,0.39,6.656
South,0.383,6.4
South,0.331,7.383
South,0.351,7.0
South,0.39,6.238
South,0.378,5.9
South,0.339,8.063
South,0.359,7.7
South,0.339,6.139
South,0.335,5.8
South,0.346,7.661
South,0.332,7.3
South,0.408,7.848
South,0.356,7.5
South,0.362,8.798
South,0.345,8.6
South,0.359,6.984
South,0.375,7.0
South,0.355,6.753
South,0.389,6.5
South,0.354,5.682
South,0.367,5.5
South,0.369,7.02
South,0.35,6.6
South,0.336,6.535
South,0.331,6.3
South,0.415,4.468
South,0.426,4.0
South,0.355,6.957
South,0.397,6.7
South,0.315,7.165
South,0.352,6.8
South,0.355,6.658
South,0.363,6.5
South,0.332,8.06
South,0.331,7.7
South,0.369,7.582
South,0.392,7.3
South,0.384,7.215
South,0.421,7.0
South,0.352,7.144
South,0.395,6.6
South,0.346,8.528
South,0.335,8.1
South,0.32,7.988
South,0.328,7.7
South,0.354,9.103
South,0.368,8.8
South,0.295,7.585
South,0.282,7.3
South,0.38,8.136
South,0.353,7.9
South,0.326,5.407
South,0.344,5.0
South,0.332,8.837
South,0.35,8.5
South,0.402,5.93
South,0.421,5.4
South,0.39,5.144
South,0.399,5.1
South,0.39,5.641
South,0.374,5.3
South,0.309,5.337
South,0.309,5.0
South,0.335,5.691
South,0.341,5.3
South,0.338,7.49
South,0.343,7.3
South,0.323,7.486
South,0.358,7.2
South,0.345,6.598
South,0.362,6.2
South,0.338,7.178
South,0.395,6.8
South,0.388,7.155
South,0.385,6.9
South,0.365,7.513
South,0.384,7.1
South,0.36,6.752
South,0.353,6.3
South,0.334,7.335
South,0.346,7.1
South,0.375,6.51
South,0.398,6.3
South,0.362,7.126
South,0.376,7.1
South,0.364,6.344
South,0.344,6.2
South,0.414,6.878
South,0.421,6.6
South,0.356,8.172
South,0.351,7.9
South,0.38,6.764
South,0.387,6.5
South,0.29,8.83
South,0.288,8.4
South,0.368,6.677
South,0.374,6.4
South,0.353,2.697
South,0.341,2.8
South,0.399,7.664
South,0.387,7.4
South,0.365,7.54
South,0.346,7.2
South,0.33,8.607
South,0.324,8.3
South,0.375,6.922
South,0.395,6.7
South,0.386,6.538
South,0.388,6.2
South,0.339,6.834
South,0.35,6.5
South,0.328,7.749
South,0.355,7.5
South,0.372,6.942
South,0.379,7.1
South,0.349,6.048
South,0.366,5.7
South,0.342,6.637
South,0.344,6.4
Northeast,0.18,8.564
Northeast,0.183,8.3
Northeast,0.22,8.577
Northeast,0.225,8.2
Northeast,0.291,8.29
Northeast,0.286,8.0
Northeast,0.196,9.026
Northeast,0.224,8.7
Northeast,0.235,8.689
Northeast,0.242,8.5
Northeast,0.249,8.748
Northeast,0.221,8.4
Northeast,0.292,8.049
Northeast,0.289,7.9
Northeast,0.224,8.671
Northeast,0.218,8.3
Northeast,0.233,9.115
Northeast,0.231,8.9
Northeast,0.239,9.113
Northeast,0.197,9.1
Northeast,0.198,9.157
Northeast,0.202,8.9
Northeast,0.247,8.765
Northeast,0.258,8.6
Northeast,0.215,7.709
Northeast,0.212,7.4
Northeast,0.256,8.65
Northeast,0.26,8.4
South,0.284,7.24
South,0.28,6.7
South,0.28,9.188
South,0.278,8.9
South,0.276,8.522
South,0.282,8.1
South,0.334,6.479
South,0.336,6.1
South,0.284,9.374
South,0.295,9.0
South,0.339,8.724
South,0.325,8.3
South,0.283,9.586
South,0.284,9.2
South,0.325,8.733
South,0.33,8.4
South,0.336,8.751
South,0.337,8.4
South,0.341,7.879
South,0.353,7.4
South,0.267,9.568
South,0.273,9.3
South,0.315,9.177
South,0.31,8.7
South,0.281,9.22
South,0.296,8.8
South,0.246,9.517
South,0.233,9.3
South,0.272,9.014
South,0.281,8.7
South,0.184,9.429
South,0.188,9.2
South,0.339,7.658
South,0.338,7.4
South,0.259,9.512
South,0.273,9.2
South,0.377,6.476
South,0.361,6.1
South,0.281,9.247
South,0.292,8.9
South,0.269,9.131
South,0.284,8.7
South,0.317,8.113
South,0.326,7.8
South,0.337,7.603
South,0.346,7.1
South,0.322,8.243
South,0.312,8.0
Northeast,0.313,7.8
Northeast,0.313,7.3
Northeast,0.329,7.456
Northeast,0.333,7.1
Northeast,0.219,7.973
Northeast,0.215,7.6
Northeast,0.302,7.9
Northeast,0.298,7.5
Northeast,0.245,8.026
Northeast,0.237,7.6
Northeast,0.301,8.08
Northeast,0.311,7.7
Northeast,0.26,8.18
Northeast,0.246,7.8
Northeast,0.235,8.607
Northeast,0.241,8.2
Northeast,0.303,7.8
Northeast,0.305,7.5
Northeast,0.312,7.389
Northeast,0.317,6.9
Northeast,0.325,7.678
Northeast,0.309,7.3
Northeast,0.25,8.376
Northeast,0.256,8.0
Northeast,0.336,7.419
Northeast,0.339,7.1
Northeast,0.29,7.923
Northeast,0.304,7.5
Northeast,0.324,7.103
Northeast,0.322,6.7
Northeast,0.267,8.248
Northeast,0.273,7.8
Midwest,0.301,7.866
Midwest,0.31,7.6
Midwest,0.326,7.056
Midwest,0.319,6.7
Midwest,0.342,8.806
Midwest,0.341,8.6
Midwest,0.334,8.155
Midwest,0.347,7.9
Midwest,0.312,8.345
Midwest,0.324,8.2
Midwest,0.343,8.092
Midwest,0.35,7.9
Midwest,0.32,6.927
Midwest,0.32,6.8
Midwest,0.37,9.182
Midwest,0.361,8.9
Midwest,0.335,8.066
Midwest,0.318,7.7
Midwest,0.316,8.619
Midwest,0.304,8.4
Midwest,0.365,7.191
Midwest,0.362,6.9
Midwest,0.351,7.82
Midwest,0.348,7.6
Midwest,0.371,7.338
Midwest,0.35,7.0
Midwest,0.314,8.649
Midwest,0.355,8.3
Midwest,0.271,8.46
Midwest,0.266,8.2
Midwest,0.327,7.771
Midwest,0.333,7.3
Midwest,0.379,6.996
Midwest,0.38,6.6
Midwest,0.293,7.53
Midwest,0.314,7.2
Midwest,0.332,8.86
Midwest,0.349,8.5
Midwest,0.297,7.676
Midwest,0.291,7.3
Midwest,0.314,7.947
Midwest,0.32,7.5
Midwest,0.298,7.962
Midwest,0.314,7.6
Midwest,0.329,8.403
Midwest,0.341,8.1
Midwest,0.289,7.776
Midwest,0.28,7.5
Midwest,0.36,6.775
Midwest,0.369,6.5
Midwest,0.342,7.683
Midwest,0.361,7.4
Midwest,0.283,7.412
Midwest,0.27,7.0
Midwest,0.314,8.363
Midwest,0.306,8.1
Midwest,0.37,8.102
Midwest,0.361,7.7
Midwest,0.303,8.235
Midwest,0.328,7.9
Midwest,0.267,7.646
Midwest,0.262,7.2
Midwest,0.29,7.51
Midwest,0.31,7.3
Midwest,0.305,6.529
Midwest,0.316,6.1
Midwest,0.337,8.323
Midwest,0.335,8.1
Midwest,0.342,7.091
Midwest,0.324,6.8
Midwest,0.313,8.269
Midwest,0.319,7.8
Midwest,0.311,7.313
Midwest,0.311,6.9
Midwest,0.344,7.339
Midwest,0.351,7.0
Midwest,0.307,7.226
Midwest,0.29,6.9
Midwest,0.304,8.126
Midwest,0.304,7.9
Midwest,0.307,7.976
Midwest,0.292,7.7
Midwest,0.316,7.035
Midwest,0.33,6.6
