Region,Adult obesity,Food environment index
Midwest,0.335,8.164
Midwest,0.329,8.0
Midwest,0.265,8.661
Midwest,0.237,8.4
Midwest,0.323,7.885
Midwest,0.319,7.7
Midwest,0.266,8.813
Midwest,0.275,8.6
Midwest,0.345,7.565
Midwest,0.345,7.3
Midwest,0.338,7.201
Midwest,0.329,6.8
Midwest,0.3,7.916
Midwest,0.319,7.6
Midwest,0.287,8.068
Midwest,0.304,7.7
Midwest,0.295,8.063
Midwest,0.294,7.7
Midwest,0.323,8.167
Midwest,0.299,7.9
Midwest,0.309,6.92
Midwest,0.321,6.6
Midwest,0.316,8.68
Midwest,0.332,8.3
Midwest,0.307,8.261
Midwest,0.301,7.9
Midwest,0.329,7.892
Midwest,0.323,7.7
Midwest,0.334,8.35
Midwest,0.334,8.1
Midwest,0.32,7.741
Midwest,0.303,7.5
Midwest,0.317,7.563
Midwest,0.318,7.4
Midwest,0.355,6.558
Midwest,0.363,6.3
Midwest,0.353,8.433
Midwest,0.329,8.2
Midwest,0.269,7.983
Midwest,0.265,7.7
Midwest,0.349,8.067
Midwest,0.334,7.9
Midwest,0.344,8.338
Midwest,0.35,8.0
Midwest,0.339,6.726
Midwest,0.343,6.6
Midwest,0.339,7.599
Midwest,0.364,7.3
Midwest,0.304,7.639
Midwest,0.334,7.5
Midwest,0.317,8.124
Midwest,0.343,7.9
Midwest,0.255,8.159
Midwest,0.246,8.0
Midwest,0.333,7.278
Midwest,0.325,7.1
Midwest,0.333,7.1
Midwest,0.323,6.8
Midwest,0.397,7.252
Midwest,0.386,7.0
Midwest,0.36,8.213
Midwest,0.364,8.0
Midwest,0.275,7.346
Midwest,0.287,6.8
Midwest,0.346,7.811
Midwest,0.359,7.6
Midwest,0.305,7.123
Midwest,0.301,6.8
Midwest,0.33,8.028
Midwest,0.341,7.8
Midwest,0.309,8.142
Midwest,0.312,7.9
Midwest,0.318,8.128
Midwest,0.325,8.0
Midwest,0.233,7.75
Midwest,0.236,7.4
Midwest,0.343,6.368
Midwest,0.342,6.1
Midwest,0.325,7.756
Midwest,0.326,7.4
Midwest,0.274,7.795
Midwest,0.271,7.6
Midwest,0.307,8.834
Midwest,0.295,8.7
Midwest,0.279,7.782
Midwest,0.294,7.6
Midwest,0.283,7.796
Midwest,0.288,7.5
Midwest,0.291,8.228
Midwest,0.269,8.0
Midwest,0.284,7.689
Midwest,0.281,7.4
Midwest,0.252,7.124
Midwest,0.264,6.8
Midwest,0.287,8.677
Midwest,0.298,8.4
Midwest,0.279,8.593
Midwest,0.291,8.3
Midwest,0.247,9.539
Midwest,0.262,9.4
Midwest,0.284,8.127
Midwest,0.277,7.8
Midwest,0.311,8.966
Midwest,0.304,8.8
Midwest,0.285,9.315
Midwest,0.28,9.1
Midwest,0.314,8.679
Midwest,0.3,8.4
Midwest,0.299,6.551
Midwest,0.319,6.4
Midwest,0.261,8.601
Midwest,0.249,8.3
Midwest,0.286,8.196
Midwest,0.291,7.8
Midwest,0.268,8.756
Midwest,0.27,8.4
Midwest,0.254,9.047
Midwest,0.247,8.9
Midwest,0.332,9.641
Midwest,0.334,9.5
Midwest,0.269,8.352
Midwest,0.255,8.1
Midwest,0.297,8.719
Midwest,0.284,8.5
Midwest,0.272,9.229
Midwest,0.253,8.9
Midwest,0.306,8.146
Midwest,0.308,7.9
Midwest,0.28,8.874
Midwest,0.295,8.6
Midwest,0.272,7.407
Midwest,0.285,7.3
Midwest,0.219,8.293
Midwest,0.222,8.1
Midwest,0.277,9.153
Midwest,0.261,8.9
Midwest,0.286,8.422
Midwest,0.272,8.2
Midwest,0.277,8.975
Midwest,0.303,8.9
Midwest,0.28,8.508
Midwest,0.29,8.2
Midwest,0.298,8.792
Midwest,0.312,8.5
Midwest,0.264,8.721
Midwest,0.249,8.5
Midwest,0.291,8.413
Midwest,0.278,8.2
Midwest,0.316,8.723
Midwest,0.307,8.4
Midwest,0.297,7.231
Midwest,0.267,6.9
Midwest,0.292,9.231
Midwest,0.271,9.1
Midwest,0.295,9.124
Midwest,0.298,8.8
Midwest,0.281,7.839
Midwest,0.287,7.4
Midwest,0.303,9.25
Midwest,0.298,9.1
Midwest,0.275,7.073
Midwest,0.285,6.8
Midwest,0.278,8.449
Midwest,0.291,8.1
Midwest,0.306,6.423
Midwest,0.308,6.1
Midwest,0.269,7.536
Midwest,0.275,7.4
Midwest,0.272,8.272
Midwest,0.28,7.9
Midwest,0.319,8.915
Midwest,0.318,8.7
Midwest,0.296,8.96
Midwest,0.289,8.7
Midwest,0.288,8.455
Midwest,0.292,8.3
Midwest,0.278,7.899
Midwest,0.287,7.7
Midwest,0.279,8.186
Midwest,0.3,7.9
Midwest,0.318,8.491
Midwest,0.328,8.2
Midwest,0.289,8.482
Midwest,0.284,8.3
Midwest,0.277,7.655
Midwest,0.277,7.7
Midwest,0.328,8.43
Midwest,0.31,8.2
Midwest,0.238,9.063
Midwest,0.221,8.9
Midwest,0.282,8.691
Midwest,0.264,8.5
Midwest,0.276,8.705
Midwest,0.259,8.5
Midwest,0.284,8.249
Midwest,0.273,8.0
Midwest,0.289,8.175
Midwest,0.288,8.0
Midwest,0.3,8.379
Midwest,0.316,8.1
Midwest,0.281,9.261
Midwest,0.278,9.1
Midwest,0.246,7.895
Midwest,0.249,7.7
Midwest,0.303,8.158
Midwest,0.32,7.9
Midwest,0.305,7.836
Midwest,0.298,7.5
Midwest,0.33,7.695
Midwest,0.331,7.4
Midwest,0.259,8.724
Midwest,0.266,8.5
Midwest,0.245,8.897
Midwest,0.271,8.5
Midwest,0.342,8.659
Midwest,0.335,8.4
Midwest,0.24,9.431
Midwest,0.251,9.3
Midwest,0.305,9.005
Midwest,0.296,8.8
Midwest,0.291,9.387
Midwest,0.275,9.2
Midwest,0.273,7.878
Midwest,0.264,7.6
Midwest,0.277,8.598
Midwest,0.277,8.4
Midwest,0.266,8.869
Midwest,0.256,8.7
Midwest,0.283,8.884
Midwest,0.303,8.7
Midwest,0.291,7.647
Midwest,0.292,7.4
Midwest,0.297,7.816
Midwest,0.284,7.6
Midwest,0.29,7.956
Midwest,0.299,7.6
Midwest,0.269,9.333
Midwest,0.296,9.1
Midwest,0.308,6.727
Midwest,0.282,6.5
Midwest,0.31,8.759
Midwest,0.3,8.5
Midwest,0.243,9.13
Midwest,0.248,9.0
Midwest,0.308,9.311
Midwest,0.285,9.1
Midwest,0.302,9.057
Midwest,0.293,8.8
Midwest,0.273,8.641
Midwest,0.266,8.4
Midwest,0.265,9.428
Midwest,0.275,9.3
Midwest,0.253,8.332
Midwest,0.278,8.2
Midwest,0.305,6.754
Midwest,0.299,6.5
Midwest,0.289,8.552
Midwest,0.276,8.3
Midwest,0.29,8.357
Midwest,0.307,8.1
Midwest,0.295,7.446
Midwest,0.307,7.1
Midwest,0.298,8.036
Midwest,0.315,7.7
Midwest,0.309,7.095
Midwest,0.317,6.8
Midwest,0.33,7.865
Midwest,0.342,7.6
Midwest,0.348,7.95
Midwest,0.35,7.7
Midwest,0.357,7.182
Midwest,0.372,6.8
Midwest,0.257,6.698
Midwest,0.242,6.3
Midwest,0.383,7.48
Midwest,0.37,7.1
Midwest,0.329,7.093
Midwest,0.349,6.6
Midwest,0.366,7.349
Midwest,0.368,7.1
Midwest,0.346,8.08
Midwest,0.337,7.8
Midwest,0.294,7.989
Midwest,0.29,7.7
Midwest,0.271,7.404
Midwest,0.29,7.0
Midwest,0.316,7.702
Midwest,0.315,7.5
Midwest,0.328,4.973
Midwest,0.337,4.3
Midwest,0.331,7.843
Midwest,0.323,7.6
Midwest,0.313,7.803
Midwest,0.335,7.4
Midwest,0.319,7.196
Midwest,0.302,6.9
Midwest,0.293,8.208
Midwest,0.288,8.0
Midwest,0.334,7.849
Midwest,0.314,7.4
Midwest,0.284,7.963
Midwest,0.282,7.7
Midwest,0.322,8.038
Midwest,0.323,7.8
Midwest,0.303,7.714
Midwest,0.293,7.4
Midwest,0.293,7.331
Midwest,0.303,6.9
Midwest,0.323,7.864
Midwest,0.333,7.5
Midwest,0.32,7.683
Midwest,0.357,7.4
Midwest,0.329,7.142
Midwest,0.326,6.9
Midwest,0.311,7.373
Midwest,0.348,7.1
Midwest,0.354,6.839
Midwest,0.349,6.6
Midwest,0.343,7.38
Midwest,0.345,7.1
Midwest,0.32,6.238
Midwest,0.301,5.6
Midwest,0.355,6.779
Midwest,0.341,6.5
Midwest,0.345,8.162
Midwest,0.326,7.8
Midwest,0.307,8.187
Midwest,0.326,7.8
Midwest,0.333,8.282
Midwest,0.318,7.9
Midwest,0.294,7.41
Midwest,0.294,7.0
Midwest,0.325,7.041
Midwest,0.324,6.7
Midwest,0.315,7.225
Midwest,0.308,6.9
Midwest,0.331,6.886
Midwest,0.311,6.6
Midwest,0.333,7.543
Midwest,0.332,7.1
Midwest,0.296,4.913
Midwest,0.306,4.5
Midwest,0.316,7.263
Midwest,0.331,6.8
Midwest,0.293,7.011
Midwest,0.316,6.6
Midwest,0.309,6.682
Midwest,0.329,6.3
Midwest,0.32,6.679
Midwest,0.316,6.5
Midwest,0.326,7.121
Midwest,0.339,6.8
Midwest,0.351,7.922
Midwest,0.324,7.7
Midwest,0.325,7.293
Midwest,0.306,6.9
Midwest,0.329,7.117
Midwest,0.316,6.7
Midwest,0.319,7.02
Midwest,0.311,6.7
Midwest,0.311,7.819
Midwest,0.3,7.7
Midwest,0.3,7.829
Midwest,0.291,7.6
Midwest,0.344,6.722
Midwest,0.351,6.4
Midwest,0.365,7.873
Midwest,0.353,7.6
Midwest,0.354,6.895
Midwest,0.328,6.8
Midwest,0.281,7.705
Midwest,0.299,7.4
Midwest,0.309,7.885
Midwest,0.325,7.5
Midwest,0.36,7.147
Midwest,0.359,7.0
Midwest,0.308,8.39
Midwest,0.289,8.1
Midwest,0.283,7.555
Midwest,0.318,7.2
Midwest,0.317,7.99
Midwest,0.298,7.6
Midwest,0.324,7.985
Midwest,0.346,7.7
Midwest,0.349,7.741
Midwest,0.358,7.5
Midwest,0.336,6.829
Midwest,0.332,6.7
Midwest,0.313,8.196
Midwest,0.31,7.9
Midwest,0.321,7.983
Midwest,0.316,7.7
Midwest,0.312,7.601
Midwest,0.326,7.3
Midwest,0.285,7.836
Midwest,0.293,7.6
Midwest,0.332,7.109
Midwest,0.325,6.8
Midwest,0.322,7.434
Midwest,0.31,7.2
Midwest,0.303,5.41
Midwest,0.279,4.9
Midwest,0.323,6.903
Midwest,0.32,6.6
Midwest,0.292,8.498
Midwest,0.317,8.2
Midwest,0.293,5.302
Midwest,0.312,4.9
Midwest,0.354,5.955
Midwest,0.337,5.8
Midwest,0.327,8.3
Midwest,0.307,7.9
Midwest,0.324,7.546
Midwest,0.316,7.2
Midwest,0.327,7.364
Midwest,0.315,6.9
Midwest,0.331,7.128
Midwest,0.344,6.8
Midwest,0.292,7.911
Midwest,0.3,7.7
Midwest,0.34,7.607
Midwest,0.312,7.2
Midwest,0.344,7.039
Midwest,0.336,6.6
Midwest,0.295,7.189
Midwest,0.311,6.7
Midwest,0.323,8.54
Midwest,0.347,8.2
Midwest,0.343,7.104
Midwest,0.316,6.8
Midwest,0.313,8.097
Midwest,0.315,7.7
Midwest,0.348,5.22
Midwest,0.332,5.1
Midwest,0.338,6.305
Midwest,0.338,5.9
Midwest,0.338,7.006
Midwest,0.393,6.7
Midwest,0.309,4.617
Midwest,0.32,4.2
Midwest,0.355,7.686
Midwest,0.342,7.5
Midwest,0.323,6.569
Midwest,0.375,6.2
Midwest,0.366,6.127
Midwest,0.342,6.1
Midwest,0.317,6.716
Midwest,0.333,6.3
Midwest,0.306,8.479
Midwest,0.302,8.2
Midwest,0.336,7.612
Midwest,0.311,7.3
Midwest,0.32,7.178
Midwest,0.325,6.9
Midwest,0.283,7.504
Midwest,0.282,7.2
Midwest,0.329,5.245
Midwest,0.333,5.0
Midwest,0.286,7.655
Midwest,0.283,7.5
Midwest,0.329,7.782
Midwest,0.317,7.5
Midwest,0.309,7.768
Midwest,0.325,7.5
Midwest,0.302,6.874
Midwest,0.32,6.7
Midwest,0.313,6.765
Midwest,0.299,6.5
Midwest,0.338,7.321
Midwest,0.321,7.0
Midwest,0.306,7.223
Midwest,0.281,6.9
Midwest,0.314,8.254
Midwest,0.308,7.9
Midwest,0.326,6.635
Midwest,0.338,6.3
Midwest,0.276,5.85
Midwest,0.325,5.4
Midwest,0.322,8.085
Midwest,0.326,7.8
Midwest,0.298,7.436
Midwest,0.347,7.012
Midwest,0.355,6.7
South,0.361,4.498
South,0.371,4.2
South,0.321,7.128
South,0.333,6.8
South,0.347,5.838
South,0.383,5.3
South,0.379,6.014
South,0.389,5.7
South,0.358,4.336
South,0.388,4.1
South,0.356,2.928
South,0.342,2.5
South,0.336,6.869
South,0.34,6.5
South,0.331,4.85
South,0.348,4.3
South,0.371,6.326
South,0.362,5.9
South,0.348,6.966
South,0.344,6.5
South,0.414,3.737
South,0.418,3.7
South,0.349,6.334
South,0.342,5.9
South,0.394,4.493
South,0.391,4.2
South,0.474,2.958
South,0.441,2.7
South,0.354,5.111
South,0.371,4.6
South,0.386,7.323
South,0.374,6.8
South,0.328,7.696
South,0.352,7.3
South,0.364,5.958
South,0.345,5.5
South,0.411,5.401
South,0.381,5.1
South,0.374,7.542
South,0.345,7.2
South,0.377,6.736
South,0.401,6.4
South,0.378,5.954
South,0.38,5.6
South,0.333,6.34
South,0.289,5.9
South,0.342,5.937
South,0.337,5.4
South,0.37,5.054
South,0.36,4.6
South,0.411,2.09
South,0.45,1.9
South,0.423,3.17
South,0.424,2.7
South,0.37,3.5
South,0.365,7.804
South,0.332,7.4
South,0.331,6.794
South,0.32,6.4
South,0.403,6.252
South,0.396,5.9
South,0.448,3.861
South,0.444,3.7
South,0.369,5.995
South,0.369,5.8
South,0.368,6.761
South,0.36,6.3
South,0.36,3.888
South,0.36,3.6
South,0.33,5.881
South,0.347,5.5
South,0.336,7.468
South,0.336,6.9
South,0.367,5.86
South,0.351,5.5
South,0.378,6.327
South,0.382,6.0
South,0.359,6.268
South,0.371,5.7
South,0.301,6.668
South,0.319,6.3
South,0.406,2.451
South,0.43,2.2
South,0.366,6.309
South,0.365,5.8
South,0.363,5.456
South,0.362,5.0
South,0.316,7.224
South,0.3,6.8
South,0.371,6.215
South,0.379,5.7
South,0.386,5.934
South,0.4,5.6
South,0.344,6.862
South,0.325,6.4
South,0.363,3.395
South,0.392,2.7
South,0.355,7.574
South,0.361,7.0
South,0.317,7.095
South,0.298,6.6
South,0.436,3.855
South,0.431,3.6
South,0.315,4.428
South,0.331,4.0
South,0.36,5.054
South,0.358,4.8
South,0.33,7.189
South,0.329,6.8
South,0.325,7.375
South,0.361,7.0
South,0.378,5.872
South,0.387,5.5
South,0.363,7.634
South,0.338,7.3
South,0.331,7.312
South,0.305,6.9
South,0.407,2.811
South,0.41,2.4
South,0.34,7.778
South,0.324,7.3
South,0.389,6.644
South,0.358,6.2
South,0.408,4.881
South,0.412,4.5
South,0.36,6.987
South,0.384,6.6
South,0.336,7.474
South,0.344,6.8
South,0.322,7.13
South,0.299,6.7
South,0.439,3.158
South,0.417,2.7
South,0.389,2.118
South,0.405,1.8
South,0.35,5.852
South,0.346,5.4
South,0.345,6.878
South,0.352,6.7
South,0.297,7.801
South,0.347,7.5
South,0.407,2.523
South,0.412,2.3
South,0.338,6.973
South,0.337,6.6
South,0.393,5.4
South,0.394,4.9
South,0.398,5.427
South,0.369,5.0
South,0.4,3.757
South,0.396,3.4
South,0.366,6.7
South,0.376,6.2
South,0.353,6.388
South,0.361,6.0
South,0.424,5.166
South,0.399,5.0
South,0.357,5.528
South,0.354,5.1
South,0.381,5.615
South,0.352,5.5
South,0.383,3.514
South,0.423,3.0
West,0.246,7.521
West,0.245,7.3
West,0.353,4.592
West,0.366,4.3
West,0.335,5.682
West,0.328,5.5
West,0.295,7.41
West,0.301,7.2
West,0.254,7.56
West,0.249,7.4
West,0.268,7.589
West,0.289,7.3
West,0.291,4.687
West,0.281,4.4
West,0.242,6.857
West,0.268,6.5
West,0.244,5.282
West,0.266,7.98
West,0.271,7.4
West,0.274,7.616
West,0.277,7.3
West,0.245,8.739
West,0.263,8.5
West,0.247,7.228
West,0.252,7.2
West,0.21,7.607
West,0.211,7.6
West,0.175,7.932
West,0.169,7.7
West,0.315,5.915
West,0.317,5.8
West,0.209,5.874
West,0.227,5.6
West,0.327,6.658
West,0.332,6.4
West,0.201,7.878
West,0.207,7.7
West,0.255,6.79
West,0.259,6.6
West,0.273,6.727
West,0.267,6.6
West,0.238,8.187
West,0.23,8.0
West,0.262,6.515
West,0.295,6.5
West,0.227,7.441
West,0.208,7.3
West,0.256,2.76
West,0.25,2.9
West,0.297,5.878
West,0.285,5.5
West,0.205,7.262
West,0.211,7.1
West,0.24,7.069
West,0.234,7.0
West,0.227,6.994
West,0.232,6.9
West,0.266,7.699
West,0.27,7.4
West,0.29,5.698
West,0.285,5.5
West,0.252,7.484
West,0.244,7.2
West,0.266,4.6
West,0.209,8.056
West,0.205,7.9
West,0.309,7.932
West,0.297,7.5
West,0.358,4.937
West,0.365,4.8
West,0.327,7.061
West,0.323,6.8
West,0.266,4.967
West,0.279,4.9
West,0.275,7.811
West,0.303,7.6
West,0.274,7.334
West,0.266,7.1
West,0.252,8.277
West,0.236,8.2
West,0.218,8.242
West,0.217,7.9
West,0.242,6.611
West,0.261,6.4
West,0.287,7.379
West,0.285,7.1
West,0.274,7.339
West,0.291,7.0
West,0.245,4.022
West,0.249,4.0
West,0.271,8.071
West,0.257,7.9
South,0.341,6.532
South,0.332,6.2
South,0.272,7.825
South,0.283,7.4
South,0.247,7.561
South,0.235,7.4
South,0.346,6.229
South,0.351,5.9
South,0.225,7.783
South,0.243,7.3
South,0.289,7.841
South,0.257,7.5
South,0.343,6.836
South,0.319,6.4
South,0.35,5.735
South,0.352,5.4
South,0.361,6.371
South,0.357,6.0
South,0.295,7.479
South,0.291,7.2
South,0.236,7.325
South,0.236,6.9
South,0.288,6.437
South,0.31,6.2
South,0.309,7.54
South,0.293,7.3
South,0.295,6.115
South,0.293,5.8
South,0.302,8.597
South,0.313,8.4
South,0.29,7.578
South,0.281,7.2
South,0.325,6.609
South,0.339,6.3
South,0.284,6.817
South,0.285,6.6
South,0.257,8.259
South,0.256,8.1
South,0.275,8.068
South,0.289,7.6
South,0.3,6.0
South,0.316,5.7
South,0.258,7.951
South,0.264,7.6
South,0.302,6.708
South,0.292,6.4
South,0.321,6.642
South,0.315,6.3
South,0.319,6.798
South,0.304,6.5
South,0.338,5.799
South,0.311,5.3
South,0.292,8.732
South,0.305,8.2
South,0.281,7.113
South,0.278,6.9
South,0.29,7.257
South,0.299,7.0
South,0.281,8.219
South,0.265,8.0
South,0.361,7.358
South,0.34,7.0
South,0.294,6.597
South,0.288,6.3
South,0.37,4.747
South,0.397,4.5
South,0.26,6.316
South,0.259,6.0
South,0.334,7.576
South,0.325,7.3
South,0.273,6.496
South,0.312,6.2
South,0.328,7.839
South,0.343,7.5
South,0.295,7.265
South,0.295,7.0
South,0.302,7.519
South,0.333,7.1
South,0.318,7.223
South,0.331,6.9
South,0.274,6.531
South,0.282,6.2
South,0.379,5.017
South,0.392,4.7
South,0.331,7.061
South,0.31,6.8
South,0.259,7.646
South,0.239,7.3
South,0.219,8.136
South,0.218,7.8
South,0.341,5.614
South,0.334,5.2
South,0.331,6.381
South,0.344,6.0
South,0.315,4.441
South,0.297,4.1
South,0.279,7.478
South,0.283,7.2
South,0.328,7.114
South,0.323,6.7
South,0.334,7.889
South,0.343,7.6
South,0.341,7.462
South,0.343,6.9
South,0.292,6.448
South,0.292,6.3
South,0.342,6.104
South,0.353,5.8
South,0.279,7.593
South,0.286,7.4
South,0.245,7.754
South,0.242,7.4
South,0.3,7.852
South,0.29,7.5
South,0.339,6.579
South,0.358,6.2
South,0.338,7.322
South,0.313,7.1
South,0.255,6.743
South,0.244,6.5
South,0.291,7.736
South,0.304,7.3
South,0.313,7.132
South,0.33,6.9
South,0.285,7.597
South,0.278,7.2
South,0.333,6.446
South,0.319,6.1
South,0.255,6.846
South,0.25,6.5
South,0.307,6.168
South,0.356,5.7
South,0.278,6.667
South,0.275,6.3
South,0.208,6.924
South,0.213,6.6
South,0.302,7.899
South,0.304,7.5
South,0.326,6.04
South,0.345,5.7
South,0.292,7.376
South,0.269,7.1
South,0.319,7.447
South,0.338,7.2
South,0.326,7.215
South,0.333,7.0
South,0.357,6.358
South,0.371,6.1
South,0.23,8.622
South,0.251,8.0
South,0.287,7.3
South,0.298,7.0
South,0.305,6.109
South,0.349,5.8
South,0.407,5.86
South,0.395,5.5
South,0.324,6.374
South,0.342,6.0
South,0.331,6.706
South,0.34,6.4
South,0.3,6.223
South,0.273,6.0
South,0.367,7.291
South,0.364,7.0
South,0.364,4.903
South,0.357,4.6
South,0.266,7.68
South,0.286,7.4
South,0.256,7.811
South,0.314,7.3
South,0.307,7.612
South,0.313,7.3
South,0.339,7.238
South,0.33,6.9
South,0.237,8.075
South,0.241,7.6
South,0.313,6.757
South,0.314,6.3
South,0.274,8.314
South,0.268,8.1
South,0.33,5.403
South,0.354,5.2
South,0.248,7.742
South,0.253,7.5
South,0.348,5.685
South,0.363,5.5
South,0.33,5.238
South,0.338,5.1
South,0.275,7.157
South,0.253,6.7
South,0.341,6.413
South,0.321,6.0
South,0.293,7.068
South,0.293,6.8
South,0.349,6.174
South,0.373,5.9
South,0.297,8.296
South,0.301,8.0
South,0.287,8.001
South,0.271,7.7
Midwest,0.331,8.89
Midwest,0.304,8.6
Midwest,0.27,9.079
Midwest,0.279,8.8
Midwest,0.355,6.037
Midwest,0.328,5.7
Midwest,0.313,8.569
Midwest,0.304,8.4
Midwest,0.315,9.711
Midwest,0.307,9.6
Midwest,0.306,7.904
Midwest,0.286,7.4
Midwest,0.267,9.387
Midwest,0.28,9.3
Midwest,0.27,9.034
Midwest,0.266,8.8
Midwest,0.314,9.443
Midwest,0.278,9.3
Midwest,0.297,7.84
Midwest,0.337,7.5
Midwest,0.289,9.424
Midwest,0.286,9.3
Midwest,0.3,7.319
Midwest,0.285,7.1
Midwest,0.291,8.606
Midwest,0.302,8.3
Midwest,0.326,7.838
Midwest,0.306,7.6
Midwest,0.303,9.545
Midwest,0.284,9.2
Midwest,0.288,8.4
Midwest,0.299,7.955
Midwest,0.29,7.7
Midwest,0.36,8.203
Midwest,0.304,9.354
Midwest,0.308,9.2
Midwest,0.262,6.791
Midwest,0.269,6.5
Midwest,0.33,5.283
Midwest,0.315,5.2
Midwest,0.287,7.443
Midwest,0.324,7.3
Midwest,0.359,6.7
Midwest,0.296,6.041
Midwest,0.284,5.8
Midwest,0.302,9.254
Midwest,0.316,9.1
Midwest,0.326,8.424
Midwest,0.306,8.2
Midwest,0.315,8.403
Midwest,0.299,8.2
Midwest,0.298,9.455
Midwest,0.3,9.4
Midwest,0.294,9.348
Midwest,0.315,9.1
Midwest,0.356,9.603
Midwest,0.335,9.6
Midwest,0.308,7.181
Midwest,0.277,6.9
Midwest,0.329,8.436
Midwest,0.318,8.3
Midwest,0.325,8.792
Midwest,0.327,8.8
Midwest,0.303,8.971
Midwest,0.288,8.7
Midwest,0.316,9.638
Midwest,0.308,9.3
Midwest,0.288,7.9
Midwest,0.332,8.469
Midwest,0.317,8.2
Midwest,0.403,7.421
Midwest,0.4,7.3
Midwest,0.31,9.59
Midwest,0.323,9.3
Midwest,0.443,5.008
Midwest,0.394,4.6
Midwest,0.318,9.315
Midwest,0.301,9.2
Midwest,0.298,8.726
Midwest,0.298,8.6
Midwest,0.291,6.869
Midwest,0.29,6.8
Midwest,0.353,9.182
Midwest,0.358,8.9
Midwest,0.332,9.216
Midwest,0.321,9.1
Midwest,0.297,8.319
Midwest,0.309,8.2
Midwest,0.289,8.446
Midwest,0.309,8.3
Midwest,0.304,9.841
Midwest,0.303,9.7
Midwest,0.289,8.077
Midwest,0.292,7.8
Midwest,0.281,7.447
Midwest,0.272,7.0
Midwest,0.279,8.397
Midwest,0.284,8.0
Midwest,0.322,7.44
Midwest,0.321,6.9
Midwest,0.309,5.234
Midwest,0.307,4.6
Midwest,0.317,8.32
Midwest,0.31,7.9
Midwest,0.301,7.749
Midwest,0.283,7.4
Midwest,0.314,7.488
Midwest,0.314,7.3
Midwest,0.278,8.742
Midwest,0.271,8.3
Midwest,0.318,8.714
Midwest,0.331,8.4
Midwest,0.281,7.952
Midwest,0.269,7.5
Midwest,0.267,8.206
Midwest,0.282,7.9
Midwest,0.27,7.725
Midwest,0.263,7.3
Midwest,0.284,8.436
Midwest,0.265,8.1
Midwest,0.347,7.753
Midwest,0.344,7.4
Midwest,0.339,8.574
Midwest,0.313,8.4
Midwest,0.298,8.328
Midwest,0.287,7.8
Midwest,0.317,7.373
Midwest,0.332,7.1
Midwest,0.337,7.89
Midwest,0.335,7.7
Midwest,0.298,7.204
Midwest,0.287,6.9
Midwest,0.322,7.355
Midwest,0.328,7.2
Midwest,0.275,8.33
Midwest,0.266,8.0
Midwest,0.325,7.784
Midwest,0.315,7.4
Midwest,0.298,7.935
Midwest,0.298,7.7
Midwest,0.284,8.032
Midwest,0.28,7.7
Midwest,0.301,8.022
Midwest,0.332,7.6
Midwest,0.292,8.354
Midwest,0.288,8.1
Midwest,0.317,7.096
Midwest,0.338,6.8
Midwest,0.319,5.264
Midwest,0.322,6.836
Midwest,0.327,6.4
Midwest,0.34,8.13
Midwest,0.339,7.8
Midwest,0.263,4.448
Midwest,0.282,4.3
Midwest,0.276,8.836
Midwest,0.277,8.4
Midwest,0.295,7.122
Midwest,0.315,6.7
Midwest,0.332,6.688
Midwest,0.322,6.3
Midwest,0.312,8.34
Midwest,0.311,8.1
Midwest,0.299,9.278
Midwest,0.29,8.9
Midwest,0.293,9.121
Midwest,0.298,8.6
Midwest,0.338,5.176
Midwest,0.324,4.8
Midwest,0.303,8.434
Midwest,0.312,8.1
Midwest,0.315,8.549
Midwest,0.301,8.3
Midwest,0.322,8.612
Midwest,0.341,8.1
Midwest,0.3,8.288
Midwest,0.303,7.9
Midwest,0.294,9.152
Midwest,0.3,8.9
Midwest,0.284,8.389
Midwest,0.276,8.0
Midwest,0.314,8.708
Midwest,0.312,8.4
Midwest,0.279,5.934
Midwest,0.282,5.6
Midwest,0.267,8.251
Midwest,0.263,7.9
Midwest,0.324,8.248
Midwest,0.328,8.0
Midwest,0.294,7.872
Midwest,0.309,7.6
Midwest,0.331,7.66
Midwest,0.334,7.3
Midwest,0.293,6.88
Midwest,0.302,6.5
Midwest,0.305,6.263
Midwest,0.305,5.7
Midwest,0.345,8.378
Midwest,0.35,8.0
Midwest,0.295,7.213
Midwest,0.292,6.7
Midwest,0.345,8.521
Midwest,0.339,8.2
Midwest,0.33,8.496
Midwest,0.325,8.0
Midwest,0.298,7.062
Midwest,0.313,6.7
Midwest,0.333,8.575
Midwest,0.334,8.3
Midwest,0.346,6.807
Midwest,0.365,6.4
Midwest,0.299,8.749
Midwest,0.292,8.4
Midwest,0.33,6.58
Midwest,0.313,6.2
Midwest,0.302,7.435
Midwest,0.306,7.1
Midwest,0.326,8.007
Midwest,0.325,7.5
Midwest,0.319,8.103
Midwest,0.319,7.8
Midwest,0.278,8.509
Midwest,0.284,8.2
Midwest,0.305,8.928
Midwest,0.293,8.6
Midwest,0.324,7.671
Midwest,0.333,7.5
Midwest,0.29,8.761
Midwest,0.287,8.5
Midwest,0.297,7.101
Midwest,0.292,6.6
Midwest,0.336,7.623
Midwest,0.327,7.3
Midwest,0.311,6.662
Midwest,0.338,6.4
Midwest,0.278,8.443
Midwest,0.322,7.9
Midwest,0.399,6.742
Midwest,0.407,6.7
Midwest,0.298,8.203
Midwest,0.308,7.7
Midwest,0.307,9.352
